action,priority,surface,in_use,issue,key,file,current_en,suggested_en,new_en,current_fr,new_fr,current_de,new_de,current_es,new_es,current_ja,new_ja,current_zh-TW,new_zh-TW,current_zh-CN,new_zh-CN,current_pt,new_pt,current_nl,new_nl,current_sv,new_sv,current_it,new_it,current_uk,new_uk,current_ru,new_ru,current_ko,new_ko,current_tr,new_tr,notes
review,P1,other,yes,style-review,will fluctuate based on market rates.,public/locales/{code}/translation.json,Will fluctuate based on market rates.,,,Fluctuera en fonction des taux du marché.,,Wird basierend auf Marktkursen schwanken.,,Fluctuará según los tipos de cambio del mercado.,,市場レートに基づいて変動します。,,將根據市場價格波動。,,将根据市场汇率波动。,,Irá flutuar com base nas taxas de mercado.,,Zal fluctueren op basis van marktkoersen.,,Kommer att fluktuera baserat på marknadskurser.,,Varierà in base ai tassi di mercato.,,Буде коливатися залежно від ринкових курсів.,,Будет колебаться в зависимости от рыночных ставок.,,시장 가격에 따라 변동됩니다.,,Piyasa kurlarına göre dalgalanacaktır.,,
review,P1,other,yes,style-review,Will I lose credits if I cancel or downgrade?,public/locales/{code}/translation.json,Will I lose credits if I cancel or downgrade?,,,Vais-je perdre mes crédits si j'annule ou rétrograde ?,,"Verliere ich Credits, wenn ich kündige oder downgrade?",,¿Perderé créditos si cancelo o bajo de plan?,,キャンセルまたはダウングレードでクレジットを失いますか？,,如果我取消或降級，我會失去積分嗎？,,如果我取消或降级，我会失去积分吗？,,Perderei créditos se cancelar ou fizer downgrade?,,Verlies ik credits als ik annuleer of downgrade?,,Förlorar jag krediter om jag avbryter eller nedgraderar?,,Perderò i crediti se annullo o faccio il downgrade?,,Чи втрачу я кредити при скасуванні або пониженні плану?,,Потеряю ли я кредиты при отмене или понижении плана?,,취소하거나 다운그레이드하면 크레딧이 손실되나요?,,İptal edersem veya planı düşürürsem kredilerimi kaybeder miyim?,,
review,P1,other,yes,style-review,Yearly,public/locales/{code}/translation.json,Yearly,,,Annuel,,Jährlich,,Anual,,毎年,,每年,,年度,,Anual,,Jaarlijks,,Årlig,,Annuale,,Щорічно,,Ежегодно,,매년,,Yıllık,,
review,P1,other,yes,style-review,Yes,public/locales/{code}/translation.json,Yes,,,Oui,,Ja,,Sí,,はい,,是的,,是,,Sim,,Ja,,Ja,,Sì,,Так,,Да,,예,,Evet,,
review,P1,other,yes,style-review,You can add up to {{count}} translation rules,public/locales/{code}/translation.json,Up to {{count}} rules can be added,,,Jusqu'à {{count}} règles peuvent être ajoutées,,Bis zu {{count}} Regeln können hinzugefügt werden,,Se pueden agregar hasta {{count}} reglas,,最大 {{count}} 件のルールを追加できます,,最多可新增 {{count}} 條規則,,您最多可以添加{{count}}个翻译规则,,É possível adicionar até {{count}} regras,,Er kunnen maximaal {{count}} regels worden toegevoegd,,Upp till {{count}} regler kan läggas till,,È possibile aggiungere fino a {{count}} regole,,Можна додати до {{count}} правил перекладу,,Можно добавить до {{count}} правил,,최대 {{count}}개의 규칙을 추가할 수 있습니다.,,En fazla {{count}} kural eklenebilir,,
review,P1,other,yes,style-review,You cannot add two conflicting rules.,public/locales/{code}/translation.json,You cannot add two conflicting rules.,,,Vous ne pouvez pas ajouter deux règles contradictoires.,,Sie können keine zwei widersprüchlichen Regeln hinzufügen.,,No puede agregar dos reglas en conflicto.,,競合する2つのルールは追加できません。,,您不能新增兩個相互衝突的規則。,,您不能添加两个冲突的规则。,,Não pode adicionar duas regras em conflito.,,U kunt geen twee conflicterende regels toevoegen.,,Du kan inte lägga till två motstridiga regler.,,Non puoi aggiungere due regole in conflitto.,,Ви не можете додати два конфліктуючі правила.,,Вы не можете добавить два конфликтующих правила.,,서로 상충되는 두 가지 규칙을 추가할 수 없습니다.,,İki çakışan kural ekleyemezsiniz.,,
review,P1,other,yes,style-review,You clicked too frequently. Please try again later.,public/locales/{code}/translation.json,You clicked too frequently. Please try again later.,,,Vous avez cliqué trop souvent. Veuillez réessayer plus tard.,,Sie haben zu häufig geklickt. Bitte versuchen Sie es später erneut.,,Hizo clic con demasiada frecuencia. Inténtelo de nuevo más tarde.,,クリックが多すぎます。しばらくしてから再度お試しください。,,您點擊過於頻繁。請稍後重試。,,您点击过于频繁，请稍后再试,,Clicou demasiadas vezes. Tente novamente mais tarde.,,U heeft te vaak geklikt. Probeer het later opnieuw.,,Du klickade för ofta. Försök igen senare.,,Hai cliccato troppo spesso. Riprova più tardi.,,Ви натискали занадто часто. Спробуйте пізніше.,,Вы нажимали слишком часто. Повторите попытку позже.,,너무 자주 클릭했습니다. 나중에 다시 시도해 주세요.,,Çok sık tıkladınız. Lütfen daha sonra tekrar deneyin.,,
review,P1,other,yes,style-review,You’ve reached your term limit,public/locales/{code}/translation.json,You’ve reached your term limit,,,Vous avez atteint votre limite de termes,,Sie haben Ihr Terminlimit erreicht,,Has alcanzado el límite de términos,,あなたは用語の制限に達しました,,您已達到詞彙上限,,您已达到术语上限,,Você atingiu o limite de termos,,Je hebt je termijnlimiet bereikt,,Du har nått din gräns för termer,,Vous avez atteint votre limite de termes,,Ви досягли ліміту термінів,,Вы достигли лимита по терминам,,당신은 용어 한도를 초과했습니다,,Terim sınırınıza ulaştınız,,
review,P1,pricing,yes,style-review,pricing.availableCredits,public/locales/{code}/translation.json,Available credits,,,Crédits disponibles,,Verfügbare Credits,,Créditos disponibles,,利用可能なクレジット,,可用額度,,可用积分,,Créditos disponíveis,,Beschikbare credits,,Tillgängliga krediter,,Crediti disponibili,,Доступні кредити,,Доступные кредиты,,사용 가능한 크레딧,,Kullanılabilir krediler,,
review,P1,pricing,yes,style-review,pricing.compare.scrollHint,public/locales/{code}/translation.json,Swipe to see all plans,,,Faites glisser pour voir tous les forfaits,,"Wische, um alle Pläne zu sehen",,Desliza para ver todos los planes,,スワイプしてすべてのプランを表示,,左右滑動查看全部方案,,左右滑动查看全部套餐,,Deslize para ver todos os planos,,Veeg om alle abonnementen te zien,,Svep för att se alla planer,,Scorri per vedere tutti i piani,,"Проведіть, щоб переглянути всі плани",,"Проведите, чтобы увидеть все планы",,밀어 모든 플랜 보기,,Tüm planları görmek için kaydırın,,
review,P1,pricing,yes,style-review,pricing.get_start,public/locales/{code}/translation.json,Get started,,,Commencer,,Loslegen,,Empezar,,始めましょう,,開始,,开始使用,,Começar,,Aan de slag,,Kom igång,,Iniziare,,Почати,,Начать,,시작하기,,Başlayın,,
review,P1,pricing,yes,style-review,pricing.includesLaunchCredits,public/locales/{code}/translation.json,Includes {{credits}} Launch / trial credits,,,Inclut {{credits}} crédits de lancement / d'essai,,Enthält {{credits}} Launch-/Test-Credits,,Incluye {{credits}} créditos de lanzamiento / prueba,,{{credits}}のローンチ / トライアルクレジットが含まれます,,包含 {{credits}} 啟動／試用點數,,其中含 {{credits}} Launch / 试用积分,,Inclui {{credits}} créditos de Lançamento / teste,,Inclusief {{credits}} Launch-/proefcredits,,Inkluderar {{credits}} lanserings-/provkrediter,,Include {{credits}} crediti di lancio / prova,,Включає {{credits}} стартових / пробних кредитів,,Включает {{credits}} стартовых / пробных кредитов,,런치/체험 크레딧 {{credits}}개 포함,,{{credits}} Başlangıç / deneme kredisi içerir,,
review,P1,pricing,yes,style-review,pricing.launchCredits,public/locales/{code}/translation.json,+{{credits}} Launch Credits (first subscribe only),,,+{{credits}} crédits de lancement (premier abonnement uniquement),,+{{credits}} Launch-Credits (nur beim ersten Abonnement),,+{{credits}} Créditos de lanzamiento (solo en la primera suscripción),,+{{credits}} ローンチクレジット（初回購入時のみ）,,+{{credits}} 啟動點數（僅首次訂閱）,,首订额外赠送 {{credits}} Launch Credits,,+{{credits}} Créditos de Lançamento (apenas na primeira subscrição),,+{{credits}} Launch Credits (alleen bij eerste abonnement),,+{{credits}} lanseringskrediter (endast vid första prenumerationen),,+{{credits}} crediti di lancio (solo al primo abbonamento),,+{{credits}} стартових кредитів (лише при першій підписці),,+{{credits}} стартовых кредитов (только при первой подписке),,+{{credits}} 런치 크레딧 (최초 구독 시에만),,+{{credits}} Başlangıç Kredisi (yalnızca ilk abonelikte),,
review,P1,pricing,yes,style-review,pricing.launchCreditsRow,public/locales/{code}/translation.json,Launch Credits (first subscribe),,,Crédits de lancement (premier abonnement),,Launch-Credits (beim ersten Abonnement),,Créditos de lanzamiento (primera suscripción),,ローンチクレジット（初回購入時）,,啟動點數（首次訂閱）,,Launch Credits（首订）,,Créditos de Lançamento (primeira subscrição),,Launch Credits (eerste abonnement),,Lanseringskrediter (första prenumerationen),,Crediti di lancio (primo abbonamento),,Стартові кредити (перша підписка),,Стартовые кредиты (первая подписка),,런치 크레딧 (최초 구독),,Başlangıç Kredileri (ilk abonelik),,
review,P1,pricing,yes,style-review,pricing.migrate.all,public/locales/{code}/translation.json,All migratable,,,Tous les transférables,,Alle übertragbaren,,Todos los migrables,,移行可能なすべて,,全部可遷移,,全部可迁移,,Todos os migráveis,,Alle overzetbare,,Alla flyttbara,,Tutti i migrabili,,Усі доступні до перенесення,,Все доступные к переносу,,이전 가능 전액,,Tüm aktarılabilirler,,
review,P1,pricing,yes,style-review,pricing.migrate.button,public/locales/{code}/translation.json,Migrate credits to Spark,,,Transférer les crédits vers Spark,,Credits zu Spark übertragen,,Migrar créditos a Spark,,クレジットを Spark に移行,,將點數遷移到 Spark,,迁移积分到 Spark,,Migrar créditos para o Spark,,Credits naar Spark overzetten,,Flytta krediter till Spark,,Migra i crediti su Spark,,Перенести кредити в Spark,,Перенести кредиты в Spark,,크레딧을 Spark로 이전,,Kredileri Spark’a aktar,,
review,P1,pricing,yes,style-review,pricing.migrate.cancel,public/locales/{code}/translation.json,Cancel,,,Annuler,,Abbrechen,,Cancelar,,キャンセル,,取消,,取消,,Cancelar,,Annuleren,,Avbryt,,Annulla,,Скасувати,,Отмена,,취소,,İptal,,
review,P1,pricing,yes,style-review,pricing.migrate.confirm,public/locales/{code}/translation.json,Confirm migrate,,,Confirmer le transfert,,Übertragung bestätigen,,Confirmar migración,,移行を確認,,確認遷移,,确认迁移,,Confirmar migração,,Overzetting bevestigen,,Bekräfta flytt,,Conferma migrazione,,Підтвердити перенесення,,Подтвердить перенос,,이전 확인,,Aktarımı onayla,,
review,P1,pricing,yes,style-review,pricing.migrate.empty,public/locales/{code}/translation.json,Purchased credits are fully occupied by usage. Nothing can be migrated right now.,,,Les crédits achetés sont entièrement occupés par l’usage. Rien ne peut être transféré pour le moment.,,Die gekauften Credits sind vollständig durch den Verbrauch belegt. Derzeit kann nichts übertragen werden.,,Los créditos comprados están totalmente ocupados por el uso. Ahora no se puede migrar nada.,,購入クレジットは利用分ですべて占有されています。現在移行できるものはありません。,,購買點數已全部被用量占用，目前無法遷移。,,购买积分已全部被用量占用，当前无法迁移。,,Os créditos comprados estão totalmente ocupados pelo consumo. Neste momento não é possível migrar nada.,,De gekochte credits zijn volledig bezet door verbruik. Er kan nu niets worden overgezet.,,De köpta krediterna är helt belagda av förbrukning. Ingenting kan flyttas just nu.,,I crediti acquistati sono interamente occupati dall’uso. Al momento non è possibile migrare nulla.,,Куплені кредити повністю зайняті використанням. Зараз нічого перенести не можна.,,Купленные кредиты полностью заняты расходом. Сейчас переносить нечего.,,구매 크레딧이 사용량으로 모두 점유되어 지금은 이전할 수 없습니다.,,Satın alınan krediler kullanımla tamamen dolu. Şu anda aktarılacak bir şey yok.,,
